,Pantitlán,Zaragoza,Gómez Farías,Boulevard Puerto Aéreo,Balbuena,Moctezuma,San Lázaro,Candelaria,Merced,Pino Suárez,Isabel la Católica,Salto del Agua,Balderas,Cuauhtémoc,Insurgentes,Sevilla,Chapultepec ,Juanacatlán,Tacubaya,Observatorio,Tasqueña,General Anaya,Ermita,Portales,Nativitas,Villa de Cortés,Xola,Viaducto,Chabacano,San Antonio Abad,Zócalo,Allende,Bellas Artes,Hidalgo,Revolución,San Cosme,Normal,Colegio Militar,Popotla,Cuitláhuac,Tacuba,Panteones,Cuatro Caminos,Universidad,Copilco,Miguel Ángel de Quevedo,Viveros y  Derechos Humanos,Coyoacán,Zapata,División del Norte,Eugenia,Etiopía y Plaza de la Transparencia,Centro Médico,Hospital General,Niños Héroes y  Poder Judicial CDMX,Juárez,Guerrero,Tlatelolco,La Raza,Potrero,Deportivo 18 de Marzo,Indios Verdes,Santa Anita,Jamaica,Fray Servando,Morelos,Canal del Norte,Consulado,Bondojito,Talismán,Martín Carrera,Hangares,Terminal Aérea,Oceanía,Aragón,Eduardo Molina,Valle Gómez,Misterios,Autobuses del Norte,Instituto del Petróleo,Politécnico,La Villa y Basílica,Lindavista,Vallejo,Norte 45,Ferrería y Arena Ciudad de México,UAM Azcapotzalco,Tezozómoc,El Rosario,Barranca del Muerto,Mixcoac,San Antonio,San Pedro de los Pinos,Constituyentes,Auditorio,Polanco,San Joaquín,Refinería,Camarones,Aquiles Serdán,Constitución de 1917,UAM-I,Cerro de la Estrella,Iztapalapa,Atlalilco,Escuadrón 201,Aculco,Apatlaco,Iztacalco,Coyuya,La Viga,Obrera,Doctores,San Juan de Letrán,Garibaldi y Lagunilla,Puebla,Ciudad Deportiva,Velódromo,Mixiuhca,Lázaro Cárdenas,Chilpancingo,Patriotismo,La Paz,Los Reyes,Santa Marta,Acatitla,Penón Viejo,Guelatao,Tepalcates,Canal de San Juan,Agrícola Oriental,Buenavista,Lagunilla,Tepito,Ricardo Flores Magón,Romero Rubio,Deportivo Oceanía,Bosque de Aragón,Villa de Aragón,Nezahualcóyotl,Impulsora,Río de los Remedios,Múzquiz,Ecatepec,Olímpica,Plaza Aragón,Ciudad Azteca,Tláhuac,Tlaltenco,Zapotitlán,Nopalera,Olivos,Tezonco,Periférico Oriente,Calle 11,Lomas Estrella,San Andrés Tomatlán,Culhuacán,Mexicaltzingo,Eje Central,Parque de los Venados,Hospital 20 de Noviembre,Insurgentes Sur
Pantitlán,0.0,915.1889374334448,1388.0531652776713,2519.356434303489,2930.4721952636146,3592.6513335490467,4373.908656818496,5066.765478068382,5446.821721238002,6216.202895220207,6866.078406021895,7276.770058496429,7847.416786380289,8378.683247851175,9556.31694638929,10058.653895880927,10772.693680296174,11339.815076130373,11956.454836049244,13349.818323897545,10529.981142097346,10233.1241779424,7501.434988055982,8757.637156420797,7934.7368843969525,7087.501892420838,6986.45104937789,6782.591592811554,6466.308764775988,6295.653903317988,6378.6709730044295,6715.683951707552,8757.637156420797,8017.669344669882,8644.21536787931,9533.794582074624,10148.767734910858,10788.56435876023,11204.953408441666,12104.259173519236,12916.833901679594,14246.061811708274,15572.66122027235,14570.118473038337,12848.89804670127,14132.999174766604,13893.484250697576,11727.577490227923,10716.494855231973,9708.02671512735,9335.652654729829,8811.904440927405,8516.125774542168,8351.157991884542,7939.863999074219,7883.633909241159,8049.816169502669,8294.979650897689,8962.233884682111,9044.64609964998,9317.003510322167,9929.085399677335,5026.554002144624,4980.451656270281,4846.1404812890705,5262.364403358429,5685.560457051042,6226.455845522122,6598.452237751603,7359.283359571239,8217.932241943623,3684.1162552724318,2431.9924997031308,1513.1287996846756,4463.380656978126,4961.533821668581,6564.740043016663,7740.2037155572525,9884.293732483844,10847.004325962056,12178.579658774008,8619.133914045826,10080.741428628264,11728.144162274935,12324.241606232215,13322.805303629371,14583.89647904746,15634.064481921747,16367.361434209033,13475.062207203573,12822.181144932703,11869.260546559268,11995.861536665447,12345.003221155348,12666.260780894572,12500.992982294043,12354.854090701612,12446.5643695618,14315.28042054641,15067.663167387213,7873.523233529071,7168.2752830253685,6788.797568968047,6761.129575374698,7188.5385909590805,7560.289527392313,6009.422478730723,7560.289527392313,5049.570741013114,4889.337261490296,5517.29131292801,7297.61316588252,7218.197466980106,7167.839267714659,7411.7766723162085,1331.5139760083646,1874.9403667138795,3188.051389661351,4129.658703431087,7505.305799945158,10002.38001450148,10931.663232441786,13997.023681665081,12010.813855819935,10481.938810284837,9145.082685706939,7796.972054506336,5272.226458096277,4160.90660027867,2594.9863254812394,1335.5469438809666,8795.396822858545,6579.774857347352,5907.508059494575,3774.4375546822107,3392.6834209269596,3871.8382031913857,4601.57295881189,5265.4565618762035,6687.633088711169,8234.485774883888,8829.742018994411,10129.015668142847,11756.433834457785,12501.235394342313,13359.156140647256,13990.239135456055,15765.120464306265,14434.948751489896,13902.184930480018,13206.432300873359,12467.436400530423,12189.832320625963,10880.621980656237,10670.964028051654,10661.741172679727,10242.211562698827,9685.845680009461,8180.9811567572715,10212.130760441727,10199.851949200767,11344.426402156123,11780.82347528471
Zaragoza,915.1889374334448,0.0,724.9226592950536,1990.421183488589,2415.473391554375,3092.320073694799,3893.4211289076616,4540.8271923826405,4837.823734246221,5588.992178178373,6230.167858869591,6636.710622909183,7200.0935498361505,7710.563206303813,8855.591541698404,9347.223278194913,10048.999819537234,10565.811361343876,11143.952366921036,12527.213080559673,9653.579784894358,9332.979736828836,6963.671230801182,7843.721657482214,7021.560028511483,6556.9398198844865,6106.465141550802,5921.154817367598,5657.575769463638,5546.479152575789,5864.794069920045,5862.326836590964,7843.721657482214,7473.437353305412,8093.55201007753,8988.435496843162,9605.32190286592,10267.409384364053,10699.406972622275,11613.783675168646,12420.982967149945,13713.566288092163,15021.847613735697,13671.60984244248,11933.739478745449,13220.62996413483,12984.35961814123,10813.626167151082,9806.185211999453,8806.23142608953,8443.22550166008,7953.862802934449,7708.37225776753,7584.937571059608,7233.158808045276,7290.708526635872,7591.769062866814,7932.213331974953,8782.680585499113,8969.92208886919,9348.680651339362,10057.415427768912,4196.7079668891665,4177.820528692148,4184.474785266665,4928.912203841858,5505.804117435711,6175.412446188469,6617.236298774797,7502.70260605797,8447.560369189876,3964.5109898206233,2580.1507923189665,1414.5718211693677,4626.058956660793,4960.005813090627,6455.215291262993,7561.6814405258,9751.513728185408,10746.476707402966,12113.547511463028,8682.034985526323,10048.343335960382,11587.482793453213,12111.534080045434,13066.171380495123,14274.967840032978,15312.522759169735,16083.428760973646,12567.095242684094,12336.205305184545,11055.080210492166,11142.217700065326,11673.525562919775,12063.212237900425,11887.787200038958,11663.49065763662,11830.128451289931,13967.298387667355,14729.401182338057,7527.7874708141835,6688.844155337123,6199.610423567343,6082.865101435921,6451.51677948339,6761.419987914487,5166.107552638444,6761.419987914487,4139.754847904326,3974.148339536925,4690.170943284702,6518.448214321135,6432.226373313507,6556.882940983194,6971.956452060177,506.10902186951944,967.9529373642262,2334.5937638109704,3294.478936497415,6694.423873001692,9197.09552359263,10129.9027532857,14407.238965676463,12416.15482507173,10828.772417541375,9469.4516159532,8128.529394338248,5595.38106018443,4466.109369187353,2846.5416087083377,1436.0303320720684,8315.350888072368,6182.594720103908,5558.151913767662,3569.362790127809,3467.9141640900857,4359.669678278697,5237.43276255512,5997.514032441357,7433.772473844399,8983.56116404421,9579.653764314267,10880.287494812033,12509.171437476,13254.467926973575,14113.092518091242,14744.510380636853,15633.74223652166,14268.845292151724,13674.975908715105,12909.461710327188,12084.43297739134,11768.394863574607,10398.427169869508,10101.602459325028,10022.582003449834,9538.663070004195,8946.548397588296,7320.919852385582,9298.046449641655,9287.176611820887,10439.632602041178,10880.39510937456
Gómez Farías,1388.0531652776713,724.9226592950536,0.0,1265.4985292441906,1690.5966836957132,2367.590298629571,3168.623687191193,3819.6479064021564,4133.552953988936,4891.623593469135,5536.63972629536,5945.132814286628,6511.791633716096,7031.282916231277,8192.990943438215,8690.818340039585,9400.177515010046,9953.619903035467,10569.212416530558,11964.026665653668,9584.304381197697,9181.626809887553,6246.346043946763,7602.644491923794,6698.14367493706,5838.262981853246,5644.934612040137,5420.107587580975,5079.639330550151,4912.774932877663,5143.541171231276,5346.784923399324,7602.644491923794,6757.495938658221,7379.110636308054,8273.502247673794,8890.31802783233,9549.162417038397,9979.293800609905,10892.272598806245,11700.156706289277,12997.86474761521,14309.640081105152,13516.775616960538,11638.653595717642,12984.7188953937,12775.196503328832,10490.08621907195,9449.624856532237,8406.602876639286,8010.896127588371,7443.764708538127,7128.767368277751,6965.662524272284,6572.876851888283,6585.01850946057,6867.310443199037,7210.071012657448,8091.152845233909,8309.396052959724,8727.903434256612,9478.84095892045,3647.561415539946,3593.7425067340455,3497.6215366804904,4213.637163286896,4823.5777439748235,5534.060018714229,6002.345727116626,6942.6386355759905,7929.995673837097,3535.865445636726,2126.722873998628,946.9788402134116,4106.687104632639,4349.755174752477,5790.944431746582,6872.810051224389,9071.15244725691,10074.26616508063,11450.898131266116,8077.100764490468,9400.467621262012,10902.550282559054,11408.824089435235,12354.754582880818,13555.945063202735,14591.994790961444,15367.04842216883,12191.885575081467,11614.396781507716,10482.233148804056,10622.64554634306,10997.711583471013,11362.722085977537,11190.253669545977,10997.124878730763,11133.578996846863,13244.746521141295,14007.483467103386,8063.829277231362,7144.381746272378,6570.701441299595,6365.710063763105,6658.973075589702,6873.940612229379,5211.964015544517,6873.940612229379,3972.558397552825,3724.3620939971156,4136.265926346717,5910.135135992115,5830.267417283759,5855.549549178408,6247.047919559583,1002.4304691163996,800.4767859478504,1838.8437131577261,2756.3772653784727,6118.577989588123,8614.634593733084,9543.687568818044,15131.129752284862,13140.098901115265,11553.65707968641,10194.054915942994,8853.377779301085,6320.303717260977,5191.032011631879,3571.463686563936,2160.9529843262676,7592.223505942515,5458.935111411464,4839.424930270668,2894.9210119885247,2925.7976402508684,4077.0982807258642,5071.39248525265,5927.080891783594,7366.013848611172,8908.89389243121,9502.90345867872,10799.624841362462,12425.014570276868,13168.934962379386,14026.428916688981,14656.926682227333,16254.769759312516,14876.775896699855,14255.739402116104,13455.629373276031,12581.764287805037,12241.406774721865,10832.393160042891,10465.811942137263,10320.728386904995,9767.530872628811,9133.042748926779,7306.769794769288,9049.248296674536,8951.472896657304,10050.62030636926,10472.199132313754
Boulevard Puerto Aéreo,2519.356434303489,1990.421183488589,1265.4985292441906,0.0,425.54376033375223,1103.025608094901,1903.5659077859175,2565.714739864853,2928.294784590156,3699.6280646008645,4350.4737455249215,4761.602720414222,5333.452477831192,5871.598304611655,7065.5882756141855,7574.840401938414,8297.678998564317,8925.367103362918,9614.535892702736,11026.11569011676,9594.147210338131,9051.291633164188,4999.330278781739,7335.923052818661,6295.6906109440215,4588.346584971061,4991.435528533279,4687.74423417242,4181.814764356419,3883.638228292313,3887.695318832544,4584.485662698886,7335.923052818661,5513.266209605787,6137.762857559961,7030.309102013894,7646.5750703202,8298.07031793232,8724.07509693023,9633.93613217069,10443.14552234402,11751.139251469329,13069.650384393204,13336.725738097904,11217.406459700904,12661.95085686095,12502.565663284902,10026.205022460326,8934.506458922404,7821.696197983853,7366.996465323521,6649.450839983389,6190.642934138229,5942.0288012024685,5459.571473010047,5365.343202661454,5602.9010600668125,5951.067460755166,6900.46875691306,7186.2238203851775,7688.13872357329,8522.765291213675,2881.448784204536,2740.23996233645,2353.8536770859378,2976.2368464965807,3672.126461899579,4476.122792912504,5000.222629575392,6049.590681188745,7113.965876399175,3067.5580076978717,1821.2029916725091,1219.9526874560406,3386.3237304559916,3394.458995698687,4674.821398931386,5691.822007910417,7902.535883179391,8920.67657723925,10314.29420615804,7075.445853046189,8300.16519104695,9720.843687525765,10189.61663915061,11117.057197080348,12302.432642591788,13335.332853003581,14118.58427499561,11616.356850134973,10355.357301385162,9531.834654504599,9778.318400776589,9834.641142550758,10148.047761168009,9981.867800735592,9853.599156418886,9927.29297541075,11984.090173053652,12748.067262151582,9062.692939783687,8034.904112294442,7346.000823482422,7013.24740169703,7183.766353677294,7241.945324861586,5523.793062810189,7241.945324861586,3991.3456198600024,3609.909600441116,3330.429381768433,4924.325831234139,4860.420626682688,4648.545464315826,4981.58237270813,2197.86343970188,1625.5214731498836,1512.5590428521105,2105.1780899452483,5203.276039430833,7656.226239280474,8571.206435821674,16395.0544618367,14404.133637608638,12819.097889965911,11459.087975626682,10118.76989086216,7585.802220604992,6456.530479243824,4836.961451805148,3426.4514862488777,6330.826665446723,4196.701785160831,3590.7523320149826,1813.5612722238109,2242.569291152915,3870.571267354657,5025.105890395086,6015.412738578987,7418.165476790945,8919.549990102792,9501.097806079402,10775.063450604739,12379.068905742644,13114.847424623385,13964.512818253781,14589.534083606048,17358.127236174107,15961.37832812089,15298.990667156831,14446.70447631212,13499.307373555865,13122.244509064532,11659.346909424998,11185.953071226899,10937.139082062378,10277.820787480678,9581.968833127657,7452.7640592221205,8742.757644864723,8482.69794883367,9466.55628280708,9847.17803010416
Balbuena,2930.4721952636146,2415.473391554375,1690.5966836957132,425.54376033375223,0.0,677.4858350034809,1478.1195092544176,2143.385845690029,2527.4569039941703,3301.9840921270256,3953.5375615195935,4364.849034502469,4937.710799480014,5482.177103691265,6686.510886990918,7199.278177398605,7926.117263582145,8579.940180879683,9294.632068033226,10710.118864473025,9612.45546981694,9024.39139530068,4578.2428980344675,7271.124394993621,6190.531000021171,4166.429508036492,4805.800299559293,4474.819215876431,3907.524544570281,3556.3541499083685,3464.057186794714,4360.879173261169,7271.124394993621,5092.938060520057,5718.195273877294,6609.935708792281,7225.922112927705,7875.197871674092,8300.092079218892,9209.2015218607,10018.681439674703,11329.238880914343,12649.561744195247,13280.28974434807,11082.949565634952,12558.137800062068,12416.284367311977,9880.239293954764,8774.241503765727,7641.175602130264,7167.260602774856,6397.588131085019,5886.154782405225,5605.339415652022,5089.156702807986,4953.792240652006,5177.368473293517,5531.707718215913,6515.761727556931,6832.022139153219,7369.16881093091,8236.612341368522,2688.355098373426,2511.8378258899934,1989.2424577400818,2573.4669627434764,3316.160382405949,4161.854196934656,4708.37779518393,5798.830571784072,6889.329852397906,3037.4055259162055,1926.7262618269447,1563.464672304588,3241.9384282347664,3141.6155912772497,4331.344529641419,5313.568491506617,7526.90813505282,8550.70797874405,9950.450752648947,6774.354300802307,7954.11191378194,9337.869580671586,9789.519001955625,10708.061125553304,11885.457858950655,12916.625559963684,13704.031014162609,11427.203078317276,9930.464288453464,9213.613704244523,9497.840254669518,9440.257701482175,9736.134495509077,9572.056739303593,9466.001887849514,9518.191491442876,11563.169854920752,12327.850062448613,9399.986705689427,8341.211601421386,7619.659067476374,7249.559747081576,7381.22666347852,7389.6075995810215,5667.697817616371,7389.6075995810215,4064.8530239810857,3647.812239922301,3108.45363008601,4607.546560767938,4550.5450838653915,4242.63416338508,4556.505829946876,2610.061917428694,1999.4940676904564,1603.7542092018716,1999.247844462325,4913.073578812302,7339.063637822651,8246.740756990099,16820.593060610714,14829.667380349847,13243.851002624364,11883.368567635964,10543.450325225456,8010.778274266384,6881.509737602206,5261.938252756183,3851.4623045474405,5905.567212215963,3775.455974841609,3179.3213124960407,1533.347254829432,2158.040504403772,3914.485459572871,5102.829878555123,6125.753033441957,7505.872294201195,8985.609706487787,9560.589989061076,10822.544339429147,12415.094676875011,13146.517710276166,13991.889719815994,14613.968569984794,17723.062363828627,16320.49684170996,15644.662134567203,14775.721659779305,13805.151038263031,13416.592877208397,11938.274239994349,11431.54765772436,11150.020596870207,10458.266607973275,9744.81295003922,7527.113174089984,8656.56346088415,8340.69708267935,9279.974777574766,9644.913536751454
Moctezuma,3592.6513335490467,3092.320073694799,2367.590298629571,1103.025608094901,677.4858350034809,0.0,801.1888024025286,1474.1213644927807,1909.6952414981938,2684.8907707448448,3334.5146927293986,3744.6245587605704,4317.755417281258,4872.93107656687,6093.7629273305,6611.913601760541,7344.664169758524,8043.491553761337,8801.163865498442,10220.788616685686,9676.497843452617,9019.16451867754,3909.1943899751773,7214.9604136760145,6077.360171356933,3495.93420971081,4573.249169940221,4199.48742910019,3529.942660665028,3082.305953877269,2790.3494360682316,4068.374360034278,7214.9604136760145,4425.125346744689,5051.565503300973,5941.5443773400875,6556.894958420072,7202.155523566905,7625.103666638223,8532.926772687444,9342.836574539342,10657.63313154642,11980.924948232965,13214.50699040062,10896.160373210125,12417.503754540297,12304.356982373585,9678.356124786858,8553.064760529567,7391.789116547927,6888.195602501387,6033.704962652849,5432.153803948563,5094.223663921908,4517.3779879108915,4303.073764620882,4499.949135479986,4867.043967252471,5916.666746866438,6288.721653338257,6887.888005727388,7810.283741853664,2498.760678809511,2265.019825132832,1474.7858720160514,1954.0016824163663,2792.5257483554933,3710.5664719747742,4293.2124623991185,5447.88399004143,6576.221932683736,3114.9299070228035,2258.9137155247045,2172.5497593490923,3123.640171272014,2829.43102607949,3821.377000871158,4729.992530005935,6942.753065545531,7975.184280802363,9384.017039646318,6327.474854572623,7422.646529716963,8738.078137102435,9158.680096054226,10060.884152698858,11223.757363826324,12251.722214813542,13046.414495825782,11149.51781400539,9253.92224589254,8723.225965782387,9071.641402944339,8816.834917501868,9081.924985891885,8921.563956682625,8854.445874604062,8868.957070106822,10894.391324264672,11660.286983058584,9948.818926891481,8846.827512230157,8079.833482116241,7656.690478250967,7730.472162338999,7664.324116130909,5949.341448599478,7664.324116130909,4264.204527447312,3803.2559960443286,2848.475685864758,4140.756088307371,4097.307416018638,3604.384762196932,3880.2025607562873,3272.6679134408564,2626.226809816863,1939.1924510505314,2009.3019678741707,4492.668016511937,6855.66666537906,7747.76627039454,17498.043769285126,15507.104317585688,13919.954497752247,12558.742279584529,11219.467664440475,8687.292062671257,7558.048597477538,5938.515809037826,4528.1472388673665,5228.481185682165,3107.9223047511496,2535.2265869280745,1270.7107544519806,2197.336423651437,4079.6672520677957,5298.735637281806,6359.933576331245,7695.705962338686,9134.423743466232,9696.812091834705,10935.612770431668,12505.852035184571,13228.767567386825,14065.67160581345,14681.97788312177,18307.603670312412,16896.669755572955,16200.74143249683,15307.079423142253,14302.211715910462,13896.650046546485,12396.843304173488,11840.680891722095,11510.182309166208,10770.761274858187,10032.564878625051,7689.125002366565,8557.572177109707,8151.80590137971,9012.97244274764,9350.445711255332
San Lázaro,4373.908656818496,3893.4211289076616,3168.623687191193,1903.5659077859175,1478.1195092544176,801.1888024025286,0.0,722.780507420983,1293.597994706825,2034.2584698641786,2665.62895591474,3067.6072396397985,3635.3002924210314,4204.630270949622,5444.70933339778,5968.678507106572,6707.32141231345,7469.836192755198,8285.277150140164,9705.239201940503,9855.066202394517,9122.056751202801,3133.5443563767794,7274.196012231914,6083.640695988865,2717.926927789644,4462.060046799644,4043.196140054289,3255.6434869240366,2678.849502273272,2005.8224044036442,3893.318653207412,7274.196012231914,3651.095100597406,4278.911670716286,5164.286313710585,5777.8867243619725,6414.697092043281,6833.254045201192,7737.793820598102,8548.712654529712,9872.179160885053,11200.654271052816,13225.355185018214,10769.98025954833,12341.24775230854,12263.248243993547,9540.11273628448,8398.466517380468,7211.832509698751,6675.549415278506,5719.195141367876,4999.391379797419,4581.069306802214,3915.485058840778,3563.815169553406,3699.5387241923427,4077.030481133841,5209.670966114114,5654.182376544751,6331.129627643925,7318.297308364199,2546.343215032433,2261.8461813106487,1162.7207084924094,1269.0470314909694,2243.961819544361,3240.289485791693,3858.797690128165,5077.378988731406,6239.139659978134,3343.997028889568,2787.4423221895395,2918.8994890678546,3126.8742827718056,2599.3415039984575,3262.1935245479294,4051.1274261606573,6251.600389926354,7291.9889718528275,8708.903424200595,5820.152358083292,6797.808597067543,8022.839172868345,8405.161935791135,9287.814133699458,10434.662004297825,11459.31247784198,12261.220518925478,10908.686749187056,8458.002828817826,8211.994864441116,8646.885698663966,8111.425208791504,8327.28410324664,8173.164691487722,8167.150588073092,8122.660292188914,10098.465555536479,10865.412327159414,10639.615349536047,9498.184655665345,8689.377479930996,8215.77874115874,8230.77832398909,8087.920332753468,6395.818999469688,8087.920332753468,4655.894699184987,4163.453199195071,2776.636398941079,3712.9748336359085,3691.3167864985453,2894.314217613224,3079.0550581405755,4068.2385306927663,3403.047248612509,2545.7265732652327,2332.9688063843814,4125.866513325115,6365.472937222916,7229.384875460711,18298.45653084685,16307.580745069456,14721.122997073908,13359.75165953896,12020.627260414565,9488.47623438763,8359.229924847023,6739.690812896186,5329.300961778184,4431.249718717937,2316.437285794624,1785.3764976610987,1348.5243371335714,2454.6067356875,4364.238646422417,5588.294277480013,6676.0734815546,7948.160490264536,9328.860129883056,9873.162451918663,11078.452415208169,12616.007551693667,13326.407174307671,14150.739778698797,14758.509644289514,19026.919389949875,17608.23448753428,16892.578062844455,15974.576328432699,14935.698857207262,14513.16281237339,12993.505619122583,12387.29759321916,12006.248684026092,11218.542885450577,10456.780014607419,7991.714602629803,8552.963595290552,8040.785603415145,8797.166090116276,9097.406665474553
Candelaria,5066.765478068382,4540.8271923826405,3819.6479064021564,2565.714739864853,2143.385845690029,1474.1213644927807,722.780507420983,0.0,667.3631696575327,1337.4129068949076,1953.5773653497258,2351.277789041861,2916.416508590503,3488.249029770497,4731.876622230358,5256.933198410606,5996.579910300612,6781.730783506791,7622.929959283828,9040.706555008645,9702.227770625288,8906.302971400473,2435.4242922248304,7035.007138056355,5812.755645152148,2023.0575860950478,4120.941861014991,3674.849345828558,2813.391593519426,2150.8608897357944,1323.9775827862954,3513.462212898398,7035.007138056355,2951.053421588859,3577.450821251177,4467.649867297786,5083.241524746283,5732.374183758546,6159.868129755473,7072.958664599009,7880.5134831893965,9185.85510077655,10507.210937980779,12914.235690848262,10357.505419030967,11962.499839907978,11912.669160749874,9123.374525162446,7975.052412673494,6776.887648185804,6219.914110545131,5196.3125297741535,4400.581007966203,3934.740163012249,3225.2128387790167,2843.6901544825487,3070.6623352284805,3552.9734769060046,4882.702145266389,5442.957312036475,6220.678248339641,7278.087634367557,2435.8566958818233,2132.8743779655333,953.9593222247939,1215.6473113886177,2275.598036968015,3308.0296325614427,3944.029584060366,5200.683513394666,6378.10230344849,3943.688844882522,3496.00543804716,3630.671009070735,3608.5278684056825,2937.4189769575523,3216.5894192979645,3795.236656778404,5942.193950553247,6988.04049626944,8410.167681479812,5778.448020829445,6588.737000308632,7658.496327965453,7961.909606107635,8794.339543977474,9889.941563270444,10900.559769094563,11727.612447419422,10410.844707411876,7795.416164953047,7552.173869828569,8034.426535718556,7388.648933440368,7614.020915639294,7457.225748014019,7445.392754933229,7405.947058278002,9525.22020269955,10296.46553051727,11031.870253245375,9840.785920543052,8983.474815501299,8453.754895847771,8403.871311579627,8181.79552582653,6529.268160094071,8181.79552582653,4764.1428898790755,4254.572696753163,2539.6058122702334,3134.829428230398,3129.868771752089,2171.9262842373437,2480.2331581706444,4675.443636320526,3970.9115725615065,2936.144421465909,2487.4399640887686,3585.5617611616576,5722.470016266574,6568.159176967809,18945.503540885384,16954.35454731029,15352.372527873691,13986.687576819842,12652.321704292339,10125.300289686973,8997.107021989828,7379.535406402097,5972.101589214787,3777.8929219509464,1820.6970897789572,1483.1746798847794,1971.5096670982434,3087.6275724123057,4975.132991543973,6190.964750349572,7285.654613948266,8518.741575708429,9860.534066917393,10391.906292262745,11572.263898325073,13084.238822650095,13784.53456722363,14598.503307407242,15199.162393478704,19450.286346891815,18020.487323175552,17275.698690648267,16324.149068051856,15241.399627668538,14797.958491482397,13256.93984989434,12593.264392803261,12156.825532902409,11320.229446178531,10537.186305375171,7966.97654370485,8249.129284999457,7653.778402300217,8325.370331279444,8597.175814626291
Merced,5446.821721238002,4837.823734246221,4133.552953988936,2928.294784590156,2527.4569039941703,1909.6952414981938,1293.597994706825,667.3631696575327,0.0,776.0393512616824,1427.220698967113,1838.3151599647715,2411.547199893023,2963.3523576936886,4186.404580712639,4706.406060508698,5441.531125441126,6179.405844040085,6992.591949025374,8412.30436081187,9177.12092159776,8346.814889214105,2180.527852515187,6468.447837771126,5234.49077259859,1803.601871698778,3517.3309241259904,3061.6917322973254,2175.2380204788474,1489.3345018800826,1228.231930815893,2896.2855065998583,6468.447837771126,2669.9907617120257,3276.111924844468,4170.319790253603,4785.914431611436,5466.375007248533,5914.256214043966,6842.238574078313,7637.693337524124,8891.708904310233,10189.119024404024,12302.441461629807,9710.811415895483,11325.499546166631,11285.781416276943,8476.262884524047,7326.971944766247,6126.802020753123,5564.97404998334,4530.25996359681,3738.095386692406,3291.6270190150567,2629.206717202436,2452.9035734804656,2976.881901348055,3619.67434673968,5147.42982600097,5801.765810679254,6647.89741441123,7745.751712156501,2035.3893111469747,1738.8038103903273,736.8836884810743,1807.009794950372,2846.3119177116846,3871.6484376236695,4507.079207610168,5770.499963848173,6948.964451527567,4598.320829163016,4072.7914038923336,4075.9247880103862,4275.838814209717,3591.4896024309483,3724.1509959829336,4143.838758140401,6210.171798119377,7251.777715945338,8669.672864971832,6254.708973002299,6938.495506928915,7858.063866304332,8072.700833040453,8838.568901585822,9859.412940293507,10845.940593965122,11706.86231067439,9746.083543548257,7566.115769154059,6919.79251915136,7377.20059962529,6913.776970125934,7229.44521308529,7058.78401586254,6945.831546786052,7003.053743974642,9453.39713381531,10228.415015269054,10952.718003028021,9714.403957385348,8813.078737912567,8233.268765182915,8125.556745925984,7838.184597173692,6230.764330919605,7838.184597173692,4467.407330270527,3953.630427151569,2032.8317801186486,2468.15820587511,2462.50576548505,1722.9736159213605,2471.0865077949657,4908.400259042718,4162.70869861278,2963.6681331546256,2317.2352383476596,2918.877468764045,5078.175483594589,5936.780800708673,19195.1374866654,17205.272465945007,15577.221794472101,14206.094399391923,12882.188781074738,10369.96929743514,9247.25659927211,7640.167058723077,6246.868040804434,3611.0800213724465,2019.1810643625736,1910.1562018087793,2613.3437551585193,3729.3311150216123,5627.427571369387,6846.470277722699,7939.525960859248,9181.947030960511,10527.590713351005,11059.262740210852,12238.982738481327,13748.771673384685,14447.805673484932,15260.253975909534,15859.743226444678,19388.740284799045,17948.258617119947,17172.825599255597,16187.616018725033,15062.7874381388,14599.961090273056,13042.02201790372,12327.637504734092,11844.550150767749,10970.121511288387,10172.570445652755,7533.477442926097,7646.3710294747525,7017.877163203642,7665.267990132529,7932.482073866853
