shape_id,shape_pt_sequence,shape_pt_lon,shape_dist_traveled,shape_pt_lat
SH020L12000_0,1,-99.1867305010632,0.0,19.3756988232426
SH020L12000_0,2,-99.1851083137068,0.18,19.3752650488719
SH020L12000_0,3,-99.1847945429159,0.21,19.375188612863
SH020L12000_0,4,-99.1843393643457,0.26,19.375057802103
SH020L12000_0,5,-99.183300479,0.37,19.3747413580001
SH020L12000_0,6,-99.1826381829999,0.44,19.374563179000106
SH020L12000_0,7,-99.1773314879926,1.01,19.37334207268211
SH020L12000_0,8,-99.1769950813191,1.05,19.37328269304361
SH020L12000_0,9,-99.1766523656504,1.09,19.3732268347028
SH020L12000_0,10,-99.176341166863,1.12,19.3731646645056
SH020L12000_0,11,-99.175990878973,1.16,19.37309566109269
SH020L12000_0,12,-99.175669570967,1.1900000000000002,19.3730314112732
SH020L12000_0,13,-99.1752424015901,1.2400000000000002,19.3729556101212
SH020L12000_0,14,-99.1727405469678,1.5100000000000002,19.37241578547389
SH020L12000_0,15,-99.1725039196748,1.5400000000000005,19.3723729697365
SH020L12000_0,16,-99.1722674393244,1.5700000000000005,19.3723200211786
SH020L12000_0,17,-99.16659773322228,2.18,19.371062817163
SH020L12000_0,18,-99.1663923510922,2.2,19.3710199648488
SH020L12000_0,19,-99.16498177384908,2.35,19.3707092872326
SH020L12000_0,20,-99.1643301099325,2.42,19.370585060188105
SH020L12000_0,21,-99.1640079531733,2.45,19.370536125527305
SH020L12000_0,22,-99.1637416213578,2.4799999999999995,19.3705138090619
SH020L12000_0,23,-99.16351790470593,2.5,19.370527400457803
SH020L12000_0,24,-99.1633618797,2.52,19.3705425249197
SH020L12000_0,25,-99.1631754784496,2.54,19.3705833411888
SH020L12000_0,26,-99.16302435463408,2.56,19.370628907918302
SH020L12000_0,27,-99.1628442720985,2.58,19.3706900427244
SH020L12000_0,28,-99.1625911587235,2.6099999999999994,19.3707859138694
SH020L12000_0,29,-99.1622939812336,2.6399999999999992,19.3709093218582
SH020L12000_0,30,-99.16209627232668,2.66,19.370981231689697
SH020L12000_0,31,-99.16196529785358,2.669999999999999,19.37102080179229
SH020L12000_0,32,-99.1618166715407,2.6899999999999986,19.3710448452034
SH020L12000_0,33,-99.161613861987,2.709999999999998,19.3710545898809
SH020L12000_0,34,-99.16138584926078,2.729999999999998,19.3710559877547
SH020L12000_0,35,-99.1611729428944,2.7499999999999987,19.3710466119188
SH020L12000_0,36,-99.1608907259233,2.779999999999999,19.371012190334
SH020L12000_0,37,-99.159107989881,2.969999999999999,19.3707245113706
SH020L12000_0,38,-99.15743217550752,3.149999999999999,19.3704424930266
SH020L12000_0,39,-99.1572305637659,3.1699999999999986,19.370387193254
SH020L12000_0,40,-99.1570426473584,3.1899999999999986,19.37031292368589
SH020L12000_0,41,-99.1568675828029,3.209999999999998,19.370203868237105
SH020L12000_0,42,-99.1567424996424,3.229999999999998,19.3700815505219
SH020L12000_0,43,-99.1566415890018,3.2499999999999987,19.3699439087337
SH020L12000_0,44,-99.1565628535386,3.2699999999999987,19.3698100736107
SH020L12000_0,45,-99.1565062931933,3.2899999999999987,19.3696800451821
SH020L12000_0,46,-99.15451345475992,4.1,19.3626053627733
SH020L12000_0,47,-99.1544715901379,4.109999999999999,19.36248282706569
SH020L12000_0,48,-99.1544049583873,4.129999999999999,19.36235471929789
SH020L12000_0,49,-99.1542825074304,4.149999999999999,19.3622020501748
SH020L12000_0,50,-99.15411445696,4.169999999999998,19.3620661175358
SH020L12000_0,51,-99.1539672297546,4.189999999999999,19.36196294549389
SH020L12000_0,52,-99.1538179926354,4.209999999999997,19.3618655137283
SH020L12000_0,53,-99.153618359757,4.229999999999997,19.3617585598617
SH020L12000_0,54,-99.1534449569802,4.2499999999999964,19.3616821900711
SH020L12000_0,55,-99.15323645683372,4.269999999999996,19.361629569613
SH020L12000_0,56,-99.1529777984835,4.299999999999996,19.36158014243161
SH020L12000_0,57,-99.1466693660143,4.969999999999996,19.360610499880604
SH020L12000_0,58,-99.144937872831,5.149999999999996,19.3603148248149
SH020L12000_0,59,-99.1445745444986,5.189999999999996,19.3602405243603
SH020L12000_0,60,-99.1441682242912,5.229999999999996,19.360151179264697
SH020L12000_0,61,-99.14385009920191,5.259999999999996,19.3600826859657
SH020L12000_0,62,-99.14356348684,5.2899999999999965,19.3600380785305
SH020L12000_0,63,-99.1432620990077,5.319999999999997,19.3599931264209
SH020L12000_0,64,-99.1407127878822,5.589999999999996,19.3597279496597
SH020L12000_0,65,-99.1391721690601,5.7499999999999964,19.35955624789069
SH020L12000_0,66,-99.1317411349636,6.5399999999999965,19.3587229144056
SH020L12000_0,67,-99.130780010382,6.639999999999996,19.3586274332474
SH020L12000_0,68,-99.1297877063416,6.7399999999999975,19.3585109129602
SH020L12000_0,69,-99.1220620678615,7.559999999999996,19.3576407392103
SH020L12000_0,70,-99.121873231039,7.5799999999999965,19.357619166184
SH020L12000_0,71,-99.12170242008,7.599999999999995,19.3576149763768
