shape_id,shape_pt_sequence,shape_pt_lon,shape_dist_traveled,shape_pt_lat
SH0200L8000_0,1,-99.1390044128348,0.0,19.4440012887602
SH0200L8000_0,2,-99.13944088741329,0.08,19.4434376550659
SH0200L8000_0,3,-99.13947711921747,0.09,19.4433615900895
SH0200L8000_0,4,-99.1394967027335,0.1,19.4432711912773
SH0200L8000_0,5,-99.1396962454314,0.27,19.4417511635016
SH0200L8000_0,6,-99.1398222580226,0.38,19.4407698029355
SH0200L8000_0,7,-99.1403092854165,0.72,19.4377423918936
SH0200L8000_0,8,-99.14158799297908,1.66,19.4293718215454
SH0200L8000_0,9,-99.14162854851,1.7,19.42905472896189
SH0200L8000_0,10,-99.141670657161,1.73,19.4287849790925
SH0200L8000_0,11,-99.1419476687137,1.91,19.4271532794904
SH0200L8000_0,12,-99.14201543575928,1.95,19.426828035705302
SH0200L8000_0,13,-99.142084465831,1.99,19.4265063775598
SH0200L8000_0,14,-99.1430008819033,2.4,19.4229254103456
SH0200L8000_0,15,-99.1430635920286,2.44,19.4225858233623
SH0200L8000_0,16,-99.1431061511646,2.48,19.4222594033303
SH0200L8000_0,17,-99.1431480784582,2.51,19.421950114331104
SH0200L8000_0,18,-99.144142824,3.6,19.4122139940001
SH0200L8000_0,19,-99.1441308398786,3.62,19.4120431383056
SH0200L8000_0,20,-99.1441055206578,3.64,19.4118822370247
SH0200L8000_0,21,-99.1440468820288,3.66,19.4117141877952
SH0200L8000_0,22,-99.1439732328811,3.68,19.4115458688463
SH0200L8000_0,23,-99.143877407,3.7,19.411372623
SH0200L8000_0,24,-99.14376240819722,3.72,19.4112457300443
SH0200L8000_0,25,-99.14359070257,3.74,19.4110970679232
SH0200L8000_0,26,-99.14339452270929,3.77,19.4109444551984
SH0200L8000_0,27,-99.143218668,3.79,19.410858588000103
SH0200L8000_0,28,-99.1429406021129,3.82,19.410808554737105
SH0200L8000_0,29,-99.13375133560172,4.79,19.4102074911263
SH0200L8000_0,30,-99.1313196519405,5.05,19.4100299521301
SH0200L8000_0,31,-99.1311515256987,5.07,19.41002770139
SH0200L8000_0,32,-99.1309413539988,5.09,19.4100290629746
SH0200L8000_0,33,-99.13008579153,5.18,19.4100454443913
SH0200L8000_0,34,-99.1299270303475,5.2,19.4100515357655
SH0200L8000_0,35,-99.1298010180462,5.21,19.410042061368
SH0200L8000_0,36,-99.1296787688403,5.22,19.4100110641697
SH0200L8000_0,37,-99.12958549696329,5.23,19.4099752639974
SH0200L8000_0,38,-99.1294697534412,5.24,19.409914033161897
SH0200L8000_0,39,-99.1293131375827,5.26,19.4098190869437
SH0200L8000_0,40,-99.128028396,5.42,19.409036885
SH0200L8000_0,41,-99.1275060669005,5.48,19.4087422524274
SH0200L8000_0,42,-99.1271974223864,5.52,19.408533832014506
SH0200L8000_0,43,-99.126991650944,5.55,19.4083618156644
SH0200L8000_0,44,-99.1268080283424,5.58,19.408153438675
SH0200L8000_0,45,-99.12667279436371,5.61,19.4079488535536
SH0200L8000_0,46,-99.126561732574,5.64,19.407717471004
SH0200L8000_0,47,-99.1264566985328,5.67,19.4074593036955
SH0200L8000_0,48,-99.12638799788608,5.69,19.4072584978164
SH0200L8000_0,49,-99.126092604755,5.84,19.405894810808
SH0200L8000_0,50,-99.1259267548756,5.92,19.4051986329225
SH0200L8000_0,51,-99.12581627539758,5.96,19.40490008639
SH0200L8000_0,52,-99.1256992276618,5.98,19.4047452230716
SH0200L8000_0,53,-99.12550757903271,6.01,19.4045789338485
SH0200L8000_0,54,-99.12529178705152,6.04,19.404475786525303
SH0200L8000_0,55,-99.125017550172,6.07,19.4043975467605
SH0200L8000_0,56,-99.1248102749795,6.09,19.40435866620189
SH0200L8000_0,57,-99.1245659123784,6.12,19.404328992714
SH0200L8000_0,58,-99.12431793645968,6.15,19.404319598033
SH0200L8000_0,59,-99.1241571072103,6.17,19.40432757075489
SH0200L8000_0,60,-99.122893850728,6.31,19.4045943569578
SH0200L8000_0,61,-99.122739991957,6.33,19.40462031487
SH0200L8000_0,62,-99.1225850238019,6.35,19.404637157270106
SH0200L8000_0,63,-99.1223998047408,6.37,19.4046396732164
SH0200L8000_0,64,-99.1222430097406,6.39,19.404621671019
SH0200L8000_0,65,-99.12210766211332,6.4,19.404590916603
SH0200L8000_0,66,-99.1193965761738,6.7,19.40371710098989
SH0200L8000_0,67,-99.1192677068075,6.71,19.4036606223483
