shape_id,shape_pt_sequence,shape_pt_lon,shape_dist_traveled,shape_pt_lat
SH0200L7000_0,119,-99.1940521760322,10.61,19.41744920745861
SH0200L7000_0,120,-99.1940645741301,10.63,19.4172782301118
SH0200L7000_0,121,-99.1940656341644,10.65,19.4171096559808
SH0200L7000_0,122,-99.194056617685,10.67,19.4169446792711
SH0200L7000_0,123,-99.194036260371,10.69,19.4167797146721
SH0200L7000_0,124,-99.1940058493,10.71,19.416637476316897
SH0200L7000_0,125,-99.19394482911294,10.73,19.4164408689768
SH0200L7000_0,126,-99.1938465899444,10.76,19.4162263760012
SH0200L7000_0,127,-99.1937228064642,10.79,19.4159778329519
SH0200L7000_0,128,-99.1926038707486,11.03,19.4141156329842
SH0200L7000_0,129,-99.19206475726092,11.14,19.413312313387102
SH0200L7000_0,130,-99.19191959594048,11.17,19.4130964700622
SH0200L7000_0,131,-99.19183249989392,11.19,19.4129674422285
SH0200L7000_0,132,-99.1917933635526,11.2,19.4129041191918
SH0200L7000_0,133,-99.1917567347562,11.21,19.4128300335144
SH0200L7000_0,134,-99.1917188066902,11.22,19.4127224736908
SH0200L7000_0,135,-99.1916480273807,11.24,19.412538433062
SH0200L7000_0,136,-99.1908080809816,11.5,19.410361585404697
SH0200L7000_0,137,-99.1907044994364,11.53,19.4101405644269
SH0200L7000_0,138,-99.1895023769751,11.85,19.40749629903389
SH0200L7000_0,139,-99.1878534487149,12.26,19.4041523698795
SH0200L7000_0,140,-99.187804942942,12.27,19.4040462547012
SH0200L7000_0,141,-99.1877337342527,12.29,19.4039200776308
SH0200L7000_0,142,-99.1867544589638,12.51,19.4021902182198
SH0200L7000_0,143,-99.1863726932413,12.6,19.4015158293867
SH0200L7000_0,144,-99.1856102579999,12.75,19.4003309130001
SH0200L7000_0,145,-99.1853174349999,12.8,19.3999674460001
SH0200L7000_0,146,-99.1851951226088,12.82,19.3997953129749
SH0200L7000_0,147,-99.18512999808227,12.83,19.3996978219423
SH0200L7000_0,148,-99.1850435816438,12.85,19.3995597883408
SH0200L7000_0,149,-99.184991030981,12.86,19.3994393297801
SH0200L7000_0,150,-99.1849737593079,12.87,19.399318835308897
SH0200L7000_0,151,-99.185134208,13.05,19.397674628000104
SH0200L7000_0,152,-99.1853069542546,13.25,19.3959160791298
SH0200L7000_0,153,-99.185835844654,13.77,19.3912265658327
SH0200L7000_0,154,-99.18607792846451,14.0,19.3891699599768
SH0200L7000_0,155,-99.1864219140244,14.37,19.385881824611
SH0200L7000_0,156,-99.18689380283529,14.8,19.382079466154
SH0200L7000_0,157,-99.1881176225093,15.96,19.3717304684312
SH0200L7000_0,158,-99.1892637065063,17.1,19.3615015633223
