shape_id,shape_pt_sequence,shape_pt_lon,shape_dist_traveled,shape_pt_lat
SH0200L4000_0,1,-99.1216956039666,0.0,19.4028915722936
SH0200L4000_0,2,-99.1216669366382,0.08,19.4035767877994
SH0200L4000_0,3,-99.1216057999999,0.21,19.404770223000103
SH0200L4000_0,4,-99.121612484,0.25,19.405142594
SH0200L4000_0,5,-99.1216406262245,0.29,19.4054729605738
SH0200L4000_0,6,-99.1216649718312,0.35,19.4060181187029
SH0200L4000_0,7,-99.1217026977496,0.53,19.4076117720019
SH0200L4000_0,8,-99.12173432920191,0.83,19.4103518481071
SH0200L4000_0,9,-99.1217577728388,0.99,19.4117778579912
SH0200L4000_0,10,-99.121762767,1.04,19.412260554000103
SH0200L4000_0,11,-99.121750263,1.09,19.412722171
SH0200L4000_0,12,-99.121707825,1.14,19.413185736000106
SH0200L4000_0,13,-99.121658028,1.18,19.4135836780001
SH0200L4000_0,14,-99.1206163484048,2.01,19.4209902648544
SH0200L4000_0,15,-99.1204233074281,2.17,19.4223874942904
SH0200L4000_0,16,-99.119797101,2.61,19.426338745000105
SH0200L4000_0,17,-99.1196097009999,2.75,19.427606238000106
SH0200L4000_0,18,-99.1195412309019,2.8,19.4280272772289
SH0200L4000_0,19,-99.11932720883742,2.95,19.4293994255132
SH0200L4000_0,20,-99.119082867,3.14,19.431124889
SH0200L4000_0,21,-99.119046275,3.19,19.4315955180001
SH0200L4000_0,22,-99.119020550814,3.23,19.431978081737
SH0200L4000_0,23,-99.1190062382254,3.29,19.4325453870422
SH0200L4000_0,24,-99.1189940323108,3.36,19.433152520838803
SH0200L4000_0,25,-99.118922358,3.46,19.4340877170001
SH0200L4000_0,26,-99.1188518567362,3.56,19.4349645728865
SH0200L4000_0,27,-99.11874039237448,3.67,19.4359234802633
SH0200L4000_0,28,-99.1185449202934,3.84,19.437475755927
SH0200L4000_0,29,-99.11843043683292,3.91,19.4380994315553
SH0200L4000_0,30,-99.1183039412258,3.99,19.4388436267186
SH0200L4000_0,31,-99.1180448336574,4.15,19.4402440278527
SH0200L4000_0,32,-99.1176089574303,4.42,19.4425952470654
SH0200L4000_0,33,-99.1175085286268,4.48,19.4431443101655
SH0200L4000_0,34,-99.117426166414,4.53,19.4435805012747
SH0200L4000_0,35,-99.11733169379828,4.58,19.4440013970801
SH0200L4000_0,36,-99.117140198,4.67,19.444776876000105
SH0200L4000_0,37,-99.1163098172346,5.06,19.4482230140392
SH0200L4000_0,38,-99.1159679959138,5.22,19.4496191599354
SH0200L4000_0,39,-99.114425905,5.94,19.4559080020001
SH0200L4000_0,40,-99.114078180775,6.1,19.4573135379054
SH0200L4000_0,41,-99.11373467803058,6.26,19.45870198580711
SH0200L4000_0,42,-99.112866368,6.66,19.4621980950001
SH0200L4000_0,43,-99.112798266,6.68,19.462410655
SH0200L4000_0,44,-99.1127326227935,6.7,19.4625967005958
SH0200L4000_0,45,-99.11268847083308,6.72,19.462726923523
SH0200L4000_0,46,-99.1121210999052,6.9,19.4642437032765
SH0200L4000_0,47,-99.1116186673453,7.06,19.4655927098934
SH0200L4000_0,48,-99.11077919323152,7.28,19.4674535011497
SH0200L4000_0,49,-99.1099713267057,7.5,19.46924970934469
SH0200L4000_0,50,-99.108759823434,7.82,19.4718674865509
SH0200L4000_0,51,-99.10864970646558,7.85,19.472136102946106
SH0200L4000_0,52,-99.108580922963,7.87,19.4723242937952
SH0200L4000_0,53,-99.10850628700192,7.9,19.4725578193749
SH0200L4000_0,54,-99.1084679283267,7.92,19.47268935279289
SH0200L4000_0,55,-99.1082393314532,8.02,19.473544546498
SH0200L4000_0,56,-99.1078545190412,8.18,19.4749234835019
SH0200L4000_0,57,-99.10740480279448,8.36,19.4765262647866
SH0200L4000_0,58,-99.1073686120472,8.38,19.4766984453057
SH0200L4000_0,59,-99.1073369677582,8.4,19.4768835350512
SH0200L4000_0,60,-99.1072767439917,8.45,19.4773139683705
SH0200L4000_0,61,-99.1069960564811,8.73,19.4797762476493
SH0200L4000_0,62,-99.1069163472658,8.81,19.4804835812864
SH0200L4000_0,63,-99.1068214942167,8.89,19.4811665345774
SH0200L4000_0,64,-99.1067460454273,8.92,19.4814520760328
SH0200L4000_0,65,-99.1066720583773,8.94,19.4816601450489
SH0200L4000_0,66,-99.1065738788306,8.97,19.4818854441631
SH0200L4000_0,67,-99.1064681156994,8.99,19.482080619857303
SH0200L4000_0,68,-99.10635326471642,9.01,19.482258584926
SH0200L4000_0,69,-99.10609178812852,9.06,19.4826044908443
SH0200L4000_0,70,-99.104896423,9.29,19.4843504150001
SH0200L4000_0,71,-99.104369477,9.38,19.485044145000103
